timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,wheel_rate_integ
2468704000,0.0,0.0,0.0,0.0
2468904000,0.0,0.0,0.0,0.0
2469104000,0.0,0.0,0.0,0.0
2469304000,0.0,0.0,0.0,0.0
2469504000,0.0,0.0,0.0,0.0
2469704000,0.0,0.0,0.0,0.0
2469908000,0.0,0.0,0.0,0.0
2470104000,0.0,0.0,0.0,0.0
2470304000,0.0,0.0,0.0,0.0
2470504000,0.0,0.0,0.0,0.0
2470704000,0.0,0.0,0.0,0.0
2470904000,0.0,0.0,0.0,0.0
2471104000,0.0,0.0,0.0,0.0
2471304000,0.0,0.0,0.0,0.0
2471504000,0.0,0.0,0.0,0.0
2471704000,0.0,0.0,0.0,0.0
2471904000,0.0,0.0,0.0,0.0
2472100000,3.372e-08,0.0,0.0,0.0
2472304000,0.0,0.0,0.0,0.0
2472504000,0.0,0.0,0.0,0.0
2472704000,0.0,0.0,0.0,0.0
2472904000,1.050e-07,-3.138e-06,0.0,0.0
2473104000,0.0,0.0,0.0,0.0
2473304000,0.0,0.0,0.0,0.0
2473504000,0.0,0.0,0.0,0.0
2473704000,0.0,0.0,0.0,0.0
2473908000,0.0,0.0,0.0,0.0
2474104000,0.0,0.0,0.0,0.0
2474304000,0.0,0.0,0.0,0.0
2474504000,0.0,0.0,0.0,0.0
2474704000,4.099e-07,0.0,0.0,0.0
2474904000,0.0,0.0,0.0,0.0
2475104000,0.0,0.0,0.0,0.0
2475304000,0.0,0.0,0.0,0.0
2475504000,0.0,-3.264e-07,0.0,0.0
2475704000,0.0,-3.507e-07,0.0,0.0
2475904000,0.0,0.0,0.0,0.0
2476104000,-2.919e-09,0.0,0.0,0.0
2476304000,0.0,0.0,0.0,0.0
2476504000,0.0,0.0,0.0,0.0
2476704000,0.0,8.266e-07,0.0,0.0
2476904000,0.0,0.0,0.0,0.0
2477104000,1.012e-07,6.653e-07,0.0,0.0
2477304000,4.240e-08,1.556e-06,0.0,0.0
2477504000,1.644e-07,1.132e-06,0.0,0.0
2477704000,1.165e-07,0.0,0.0,0.0
2477904000,7.442e-08,4.527e-07,0.0,0.0
2478104000,0.0,1.319e-07,0.0,0.0
2478304000,0.0,-4.433e-07,0.0,0.0
2478504000,-5.976e-07,-8.160e-07,0.0,0.0
2478700000,-2.535e-07,0.0,0.0,0.0
2478904000,-6.897e-08,0.0,0.0,0.0
2479104000,-1.483e-07,0.0,0.0,0.0
2479304000,-2.661e-08,0.0,0.0,0.0
2479504000,0.0,0.0,0.0,0.0
2479704000,1.168e-07,0.0,0.0,0.0
2479904000,2.970e-08,3.974e-07,0.0,0.0
2480104000,0.0,0.0,0.0,0.0
2480304000,5.868e-08,1.698e-06,0.0,0.0
2480504000,5.009e-08,1.056e-07,0.0,0.0
2480704000,1.518e-09,0.0,0.0,0.0
2480904000,2.089e-07,0.0,0.0,0.0
