timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2],reset_integral
2468704000,-0.026,0.013,-7.539e-05,0.0,0.0,-0.001,0
2468804000,-0.026,0.013,-0.000,0.0,0.0,-0.001,0
2468904000,-0.026,0.013,-9.119e-05,0.0,0.0,-0.001,0
2469004000,-0.026,0.013,-8.672e-05,0.0,0.0,-0.001,0
2469104000,-0.026,0.012,-6.169e-05,0.0,0.0,-0.001,0
2469204000,-0.026,0.012,-7.301e-05,0.0,0.0,-0.001,0
2469304000,-0.026,0.012,-5.394e-05,0.0,0.0,-0.001,0
2469404000,-0.026,0.011,-7.152e-05,0.0,0.0,-0.001,0
2469504000,-0.026,0.011,-5.125e-05,0.0,0.0,-0.001,0
2469604000,-0.026,0.010,-6.288e-05,0.0,0.0,-0.001,0
2469704000,-0.026,0.010,-4.857e-05,0.0,0.0,-0.001,0
2469804000,-0.026,0.010,-6.288e-05,0.0,0.0,-0.001,0
2469908000,-0.026,0.009,-5.871e-05,0.0,0.0,-0.001,0
2470024000,-0.026,0.009,-4.470e-05,0.0,0.0,-0.001,0
2470124000,-0.026,0.009,-4.589e-05,0.0,0.0,-0.001,0
2470224000,-0.026,0.009,-4.112e-05,0.0,0.0,-0.001,0
2470324000,-0.026,0.009,-4.112e-05,0.0,0.0,-0.001,0
2470424000,-0.026,0.009,-3.874e-05,0.0,0.0,-0.001,0
2470524000,-0.026,0.009,-2.980e-05,0.0,0.0,-0.001,0
2470624000,-0.026,0.009,-3.129e-05,0.0,0.0,-0.001,0
2470724000,-0.026,0.008,-3.069e-05,0.0,0.0,-0.001,0
2470824000,-0.026,0.008,-2.861e-05,0.0,0.0,-0.001,0
2470924000,-0.026,0.008,-3.248e-05,0.0,0.0,-0.001,0
2471024000,-0.026,0.008,-2.861e-05,0.0,0.0,-0.001,0
2471124000,-0.026,0.008,-2.831e-05,0.0,0.0,-0.001,0
2471224000,-0.027,0.116,-0.013,0.0,0.0,-0.006,0
2471324000,-0.024,0.010,-0.004,0.0,0.0,-0.018,0
2471424000,-0.023,0.008,-0.001,0.0,0.0,-0.031,0
2471524000,-0.023,0.007,-0.000,0.0,0.0,-0.044,0
2471624000,-0.023,0.005,-0.000,0.0,0.0,-0.060,0
2471724000,-0.022,0.003,-5.035e-05,0.0,0.0,-0.084,0
2471824000,-0.022,0.002,-1.409e-05,0.0,0.0,-0.110,0
