timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,wheel_rate_integ
1204720000,0.0,0.0,0.0,0.0
1204920000,0.0,0.0,0.0,0.0
1205120000,0.0,0.0,0.0,0.0
1205320000,0.0,0.0,0.0,0.0
1205520000,0.0,0.0,0.0,0.0
1205720000,0.0,0.0,0.0,0.0
1205920000,0.0,0.0,0.0,0.0
1206120000,0.0,0.0,0.0,0.0
1206320000,0.0,0.0,0.0,0.0
1206520000,0.0,0.0,0.0,0.0
1206720000,0.0,0.0,0.0,0.0
1206920000,0.0,0.0,0.0,0.0
1207120000,0.0,0.0,0.0,0.0
1207320000,0.0,0.0,0.0,0.0
1207520000,0.0,0.0,0.0,0.0
1207720000,0.0,0.0,0.0,0.0
1207920000,0.0,0.0,0.0,0.0
1208116000,0.0,0.0,0.0,0.0
1208320000,0.0,0.0,0.0,0.0
1208520000,0.0,0.0,0.0,0.0
1208720000,0.0,0.0,0.0,0.0
1208920000,0.0,0.0,0.0,0.0
1209120000,0.0,0.0,0.0,0.0
1209320000,0.0,0.0,0.0,0.0
1209520000,0.0,0.0,0.0,0.0
1209720000,0.0,0.0,0.0,0.0
1209916000,0.0,0.0,0.0,0.0
1210120000,0.0,0.0,0.0,0.0
1210320000,2.768e-07,0.0,0.0,0.0
1210520000,2.867e-07,0.0,0.0,0.0
1210720000,2.443e-07,0.0,0.0,0.0
1210920000,2.640e-07,0.0,0.0,0.0
1211120000,2.407e-07,0.0,0.0,0.0
1211320000,8.246e-08,0.0,0.0,0.0
1211520000,0.0,0.0,0.0,0.0
1211720000,0.0,0.0,0.0,0.0
1211920000,0.0,0.0,0.0,0.0
1212120000,0.0,0.0,0.0,0.0
1212320000,0.0,0.0,0.0,0.0
1212520000,0.0,0.0,0.0,0.0
1212720000,0.0,0.0,0.0,0.0
1212920000,2.698e-07,-1.096e-05,0.0,0.0
1213120000,5.487e-07,-2.205e-07,0.0,0.0
1213320000,3.963e-08,0.0,0.0,0.0
1213520000,4.997e-08,0.0,0.0,0.0
1213720000,0.0,0.0,0.0,0.0
1213920000,0.0,0.0,0.0,0.0
1214120000,0.0,0.0,0.0,0.0
1214320000,0.0,0.0,0.0,0.0
1214520000,0.0,-1.047e-08,0.0,0.0
1214720000,0.0,-1.835e-07,0.0,0.0
1214920000,0.0,-4.278e-07,0.0,0.0
1215120000,-3.055e-08,0.0,0.0,0.0
1215320000,0.0,0.0,0.0,0.0
1215520000,0.0,0.0,0.0,0.0
1215720000,0.0,0.0,0.0,0.0
1215920000,1.642e-07,-1.086e-06,0.0,0.0
1216120000,2.797e-07,-1.703e-06,0.0,0.0
1216320000,2.262e-07,-3.205e-07,0.0,0.0
1216520000,3.067e-07,-8.851e-08,0.0,0.0
1216720000,0.0,0.0,0.0,0.0
1216920000,0.0,-3.540e-07,0.0,0.0
1217120000,0.0,-7.673e-07,0.0,0.0
1217320000,0.0,0.0,0.0,0.0
1217520000,0.0,-8.509e-07,0.0,0.0
1217720000,4.643e-08,0.0,0.0,0.0
1217920000,0.0,0.0,0.0,0.0
1218120000,-6.477e-08,0.0,0.0,0.0
1218320000,-1.379e-07,-3.290e-07,0.0,0.0
1218520000,-6.028e-08,0.0,0.0,0.0
1218720000,-5.875e-08,-3.657e-08,0.0,0.0
1218920000,1.166e-07,-3.573e-07,0.0,0.0
1219120000,1.457e-07,-2.124e-07,0.0,0.0
1219320000,2.376e-07,-1.242e-06,0.0,0.0
1219520000,9.679e-08,0.0,0.0,0.0
1219720000,1.894e-07,0.0,0.0,0.0
1219920000,2.200e-07,0.0,0.0,0.0
1220120000,8.650e-08,0.0,0.0,0.0
1220320000,1.030e-09,-5.568e-07,0.0,0.0
1220520000,-1.143e-07,0.0,0.0,0.0
1220720000,-1.824e-07,0.0,0.0,0.0
1220920000,-2.629e-07,0.0,0.0,0.0
1221120000,-1.860e-07,0.0,0.0,0.0
1221320000,0.0,0.0,0.0,0.0
