timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2],reset_integral
1204720000,-0.029,0.008,-3.516e-05,0.0,0.0,-0.001,0
1204820000,-0.029,0.008,-3.248e-05,0.0,0.0,-0.001,0
1204920000,-0.028,0.008,-3.784e-05,0.0,0.0,-0.001,0
1205020000,-0.028,0.008,-2.801e-05,0.0,0.0,-0.001,0
1205120000,-0.029,0.008,-3.606e-05,0.0,0.0,-0.001,0
1205220000,-0.028,0.008,-3.069e-05,0.0,0.0,-0.001,0
1205320000,-0.028,0.008,-4.082e-05,0.0,0.0,-0.001,0
1205420000,-0.028,0.008,-3.635e-05,0.0,0.0,-0.001,0
1205520000,-0.028,0.008,-4.500e-05,0.0,0.0,-0.001,0
1205620000,-0.028,0.008,-3.457e-05,0.0,0.0,-0.001,0
1205720000,-0.028,0.008,-3.188e-05,0.0,0.0,-0.001,0
1205820000,-0.028,0.008,-3.427e-05,0.0,0.0,-0.001,0
1205920000,-0.028,0.008,-2.890e-05,0.0,0.0,-0.001,0
1206020000,-0.028,0.008,-3.486e-05,0.0,0.0,-0.001,0
1206120000,-0.028,0.008,-3.665e-05,0.0,0.0,-0.001,0
1206220000,-0.028,0.008,-3.337e-05,0.0,0.0,-0.001,0
1206320000,-0.028,0.008,-2.831e-05,0.0,0.0,-0.001,0
1206420000,-0.028,0.008,-2.801e-05,0.0,0.0,-0.001,0
1206520000,-0.028,0.008,-3.218e-05,0.0,0.0,-0.001,0
1206620000,-0.028,0.007,-2.771e-05,0.0,0.0,-0.001,0
1206720000,-0.029,0.007,-2.145e-05,0.0,0.0,-0.001,0
1206820000,-0.029,0.007,-2.950e-05,0.0,0.0,-0.001,0
1206920000,-0.029,0.007,-2.533e-05,0.0,0.0,-0.001,0
1207020000,-0.029,0.008,-2.771e-05,0.0,0.0,-0.001,0
1207120000,-0.028,0.007,-3.695e-05,0.0,0.0,-0.001,0
1207220000,-0.028,0.007,-3.576e-05,0.0,0.0,-0.001,0
1207320000,-0.028,0.007,-3.606e-05,0.0,0.0,-0.001,0
1207420000,-0.028,0.007,-5.155e-05,0.0,0.0,-0.001,0
1207520000,-0.028,0.007,-3.337e-05,0.0,0.0,-0.001,0
1207620000,-0.028,0.006,-3.606e-05,0.0,0.0,-0.001,0
1207720000,-0.028,0.006,-4.351e-05,0.0,0.0,-0.001,0
1207820000,-0.028,0.006,-3.457e-05,0.0,0.0,-0.001,0
1207920000,-0.028,0.006,-4.380e-05,0.0,0.0,-0.001,0
1208020000,-0.028,0.005,-2.682e-05,0.0,0.0,-0.001,0
1208120000,-0.028,0.005,-2.801e-05,0.0,0.0,-0.001,0
1208220000,-0.028,0.005,-2.861e-05,0.0,0.0,-0.001,0
1208320000,-0.028,0.005,-3.188e-05,0.0,0.0,-0.001,0
1208420000,-0.028,0.004,-2.771e-05,0.0,0.0,-0.001,0
1208520000,-0.027,0.004,-3.606e-05,0.0,0.0,-0.001,0
1208620000,-0.027,0.004,-2.771e-05,0.0,0.0,-0.001,0
1208720000,-0.027,0.004,-4.470e-05,0.0,0.0,-0.001,0
1208820000,-0.027,0.003,-2.205e-05,0.0,0.0,-0.001,0
1208920000,-0.027,0.003,-2.205e-05,0.0,0.0,-0.001,0
1209020000,-0.027,0.003,-1.430e-05,0.0,0.0,-0.001,0
1209120000,-0.027,0.003,-1.668e-05,0.0,0.0,-0.001,0
1209240000,-0.027,0.003,-1.519e-05,0.0,0.0,-0.001,0
1209340000,-0.027,0.003,-1.221e-05,0.0,0.0,-0.001,0
1209444000,-0.101,-0.030,-0.000,0.0,0.0,-0.004,0
1209560000,-0.029,0.002,-0.000,0.0,0.0,-0.017,0
1209660000,-0.028,0.003,-0.000,0.0,0.0,-0.028,0
1209760000,-0.027,0.005,-0.000,0.0,0.0,-0.037,0
1209860000,-0.026,0.006,-0.000,0.0,0.0,-0.061,0
1209960000,-0.026,0.007,-0.000,0.0,0.0,-0.094,0
1210060000,-0.025,0.006,-0.000,0.0,0.0,-0.120,0
1210160000,-0.025,0.006,-0.000,0.0,0.0,-0.144,0
1210260000,-0.025,0.007,-0.000,0.0,0.0,-0.173,0
1210360000,-0.025,0.008,-0.000,0.0,0.0,-0.200,0
