timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,wheel_rate_integ
126976000,0.0,0.0,0.0,0.0
127180000,0.0,0.0,0.0,0.0
127380000,0.0,0.0,0.0,0.0
127580000,0.0,0.0,0.0,0.0
127780000,0.0,0.0,0.0,0.0
127980000,0.0,0.0,0.0,0.0
128180000,0.0,0.0,0.0,0.0
128380000,0.0,0.0,0.0,0.0
128580000,0.0,0.0,0.0,0.0
128780000,0.0,0.0,0.0,0.0
128980000,0.0,0.0,0.0,0.0
129180000,0.0,0.0,0.0,0.0
129380000,0.0,0.0,0.0,0.0
129580000,0.0,0.0,0.0,0.0
129780000,0.0,0.0,0.0,0.0
129980000,0.0,0.0,0.0,0.0
130180000,0.0,0.0,0.0,0.0
130380000,0.0,0.0,0.0,0.0
130584000,0.0,0.0,0.0,0.0
130780000,0.0,0.0,0.0,0.0
130980000,0.0,0.0,0.0,0.0
131180000,0.0,0.0,0.0,0.0
131380000,0.0,0.0,0.0,0.0
131580000,6.948e-07,-8.515e-06,0.0,0.0
131780000,3.521e-07,-1.545e-06,0.0,0.0
131980000,6.319e-07,-4.241e-08,0.0,0.0
132180000,2.303e-07,0.0,0.0,0.0
132380000,2.421e-07,0.0,0.0,0.0
132580000,9.448e-08,0.0,0.0,0.0
132780000,0.0,0.0,0.0,0.0
132980000,0.0,0.0,0.0,0.0
133180000,0.0,2.470e-07,0.0,0.0
133380000,0.0,0.0,0.0,0.0
133580000,0.0,5.908e-07,0.0,0.0
133780000,1.007e-06,0.0,0.0,0.0
133980000,0.0,0.0,0.0,0.0
134180000,0.0,0.0,0.0,0.0
134380000,3.180e-07,2.491e-07,0.0,0.0
134580000,1.775e-07,0.0,0.0,0.0
134780000,0.0,0.0,0.0,0.0
134980000,6.649e-08,0.0,0.0,0.0
135180000,9.131e-07,0.0,0.0,0.0
135380000,3.852e-07,0.0,0.0,0.0
135580000,-4.465e-08,8.472e-08,0.0,0.0
135780000,0.0,3.704e-07,0.0,0.0
135980000,0.0,0.0,0.0,0.0
136180000,0.0,0.0,0.0,0.0
136380000,0.0,0.0,0.0,0.0
136580000,-1.088e-06,8.582e-09,0.0,0.0
136780000,0.0,0.0,0.0,0.0
136980000,5.220e-07,1.268e-07,0.0,0.0
137180000,1.160e-06,2.383e-07,0.0,0.0
137380000,0.0,-5.735e-08,0.0,0.0
137580000,0.0,0.0,0.0,0.0
137780000,2.290e-06,0.0,0.0,0.0
137980000,1.577e-06,0.0,0.0,0.0
138180000,8.918e-07,0.0,0.0,0.0
138380000,4.048e-07,0.0,0.0,0.0
138580000,1.880e-07,0.0,0.0,0.0
138780000,0.0,-1.088e-07,0.0,0.0
138976000,-4.028e-07,0.0,0.0,0.0
139180000,0.0,0.0,0.0,0.0
139380000,0.0,7.120e-08,0.0,0.0
139580000,0.0,0.0,0.0,0.0
139780000,0.0,0.0,0.0,0.0
139980000,0.0,0.0,0.0,0.0
140180000,-1.153e-07,-7.358e-07,0.0,0.0
140380000,-4.642e-07,0.0,0.0,0.0
140580000,0.0,0.0,0.0,0.0
140780000,0.0,0.0,0.0,0.0
