timestamp,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],reset_integral,fw_control_yaw_wheel
1204712000,0.0,0.748,0.0,0.0,0.663,0.0,0.0,-0.001,0,0
1204816000,0.0,0.748,0.0,0.0,0.663,0.0,0.0,-0.001,0,0
1204960000,0.0,0.748,0.0,0.0,0.663,0.0,0.0,-0.001,0,0
1205064000,0.0,0.748,0.0,0.0,0.663,0.0,0.0,-0.001,0,0
1205168000,0.0,0.748,0.0,0.0,0.663,0.0,0.0,-0.001,0,0
1205312000,0.0,0.748,0.0,0.0,0.663,0.0,0.0,-0.001,0,0
1205416000,0.0,0.748,0.0,0.0,0.663,0.0,0.0,-0.001,0,0
1205568000,0.0,0.748,0.0,0.0,0.663,0.0,0.0,-0.001,0,0
1205712000,0.0,0.748,0.0,0.0,0.663,0.0,0.0,-0.001,0,0
1205816000,0.0,0.748,0.0,0.0,0.663,0.0,0.0,-0.001,0,0
1205968000,0.0,0.748,0.0,0.0,0.663,0.0,0.0,-0.001,0,0
1206112000,0.0,0.748,0.0,0.0,0.663,0.0,0.0,-0.001,0,0
1206216000,0.0,0.748,0.0,0.0,0.663,0.0,0.0,-0.001,0,0
1206368000,0.0,0.748,0.0,0.0,0.663,0.0,0.0,-0.001,0,0
1206512000,0.0,0.748,0.0,0.0,0.663,0.0,0.0,-0.001,0,0
1206616000,0.0,0.748,0.0,0.0,0.663,0.0,0.0,-0.001,0,0
1206768000,0.0,0.748,0.0,0.0,0.663,0.0,0.0,-0.001,0,0
1206912000,0.0,0.748,0.0,0.0,0.663,0.0,0.0,-0.001,0,0
1207016000,0.0,0.748,0.0,0.0,0.663,0.0,0.0,-0.001,0,0
1207168000,0.0,0.748,0.0,0.0,0.663,0.0,0.0,-0.001,0,0
1207312000,0.0,0.748,0.0,0.0,0.663,0.0,0.0,-0.001,0,0
1207464000,0.0,0.748,0.0,0.0,0.663,0.0,0.0,-0.001,0,0
1207568000,0.0,0.748,0.0,0.0,0.663,0.0,0.0,-0.001,0,0
1207712000,0.0,0.748,0.0,0.0,0.663,0.0,0.0,-0.001,0,0
1207816000,0.0,0.748,0.0,0.0,0.663,0.0,0.0,-0.001,0,0
1207968000,0.0,0.748,0.0,0.0,0.663,0.0,0.0,-0.001,0,0
1208112000,0.0,0.748,0.0,0.0,0.663,0.0,0.0,-0.001,0,0
1208216000,0.0,0.748,0.0,0.0,0.663,0.0,0.0,-0.001,0,0
1208368000,0.0,0.748,0.0,0.0,0.663,0.0,0.0,-0.001,0,0
1208512000,0.0,0.747,0.0,0.0,0.663,0.0,0.0,-0.001,0,0
1208616000,0.0,0.747,0.0,0.0,0.663,0.0,0.0,-0.001,0,0
1208768000,0.0,0.747,0.0,0.0,0.663,0.0,0.0,-0.001,0,0
1208912000,0.0,0.747,0.0,0.0,0.663,0.0,0.0,-0.001,0,0
1209016000,0.0,0.747,0.0,0.0,0.663,0.0,0.0,-0.001,0,0
1209168000,0.0,0.747,0.0,0.0,0.663,0.0,0.0,-0.001,0,0
1209312000,0.0,0.747,0.0,0.0,0.664,0.0,0.0,-0.001,0,0
1209416000,0.0,0.747,-0.012,-0.016,0.663,0.0,0.0,-0.002,0,0
1209568000,0.0,0.747,-0.000,-0.000,0.664,0.0,0.0,-0.019,0,0
1209712000,0.0,0.747,-0.000,-0.000,0.664,0.0,0.0,-0.033,0,0
1209816000,0.0,0.747,-0.000,0.000,0.664,0.0,0.0,-0.049,0,0
1209968000,0.0,0.747,-0.000,0.000,0.664,0.0,0.0,-0.099,0,0
1210112000,0.0,0.747,-0.000,0.000,0.664,0.0,0.0,-0.134,0,0
1210216000,0.0,0.747,-8.638e-05,0.000,0.664,0.0,0.0,-0.162,0,0
1210368000,0.0,0.747,-0.000,0.000,0.664,0.0,0.0,-0.205,0,0
1210512000,0.0,0.747,-0.000,0.000,0.664,0.0,0.0,-0.250,0,0
1210616000,0.0,0.747,-0.000,0.000,0.664,0.0,0.0,-0.285,0,0
1210716000,0.0,0.747,-4.387e-05,0.001,0.664,0.0,0.0,-0.319,0,0
1210816000,0.0,0.747,-1.983e-05,0.001,0.664,0.0,0.0,-0.357,0,0
1210968000,0.0,0.747,-0.000,0.001,0.664,0.0,0.0,-0.417,0,0
1211112000,0.0,0.747,-0.000,0.001,0.664,0.0,0.0,-0.477,0,0
1211216000,0.0,0.747,-2.514e-05,0.001,0.664,0.0,0.0,-0.523,0,0
1211368000,0.0,0.747,0.000,0.001,0.664,0.0,0.0,-0.594,0,0
1211512000,0.0,0.747,0.000,0.002,0.664,0.0,0.0,-0.665,0,0
1211616000,0.0,0.747,0.000,0.002,0.664,0.0,0.0,-0.697,0,0
1211716000,0.0,0.747,0.000,0.002,0.664,0.0,0.0,-0.712,0,0
1211816000,0.0,0.747,0.000,0.003,0.664,0.0,0.0,-0.727,0,0
1211968000,0.0,0.747,0.000,0.003,0.664,0.0,0.0,-0.750,0,0
1212112000,0.0,0.747,0.000,0.004,0.664,0.0,0.0,-0.772,0,0
1212216000,0.0,0.747,0.001,0.004,0.664,0.0,0.0,-0.788,0,0
1212368000,0.0,0.747,0.001,0.005,0.664,0.0,0.0,-0.811,0,0
1212512000,0.0,0.747,0.001,0.005,0.664,0.0,0.0,-0.832,0,0
1212616000,0.0,0.747,0.001,0.005,0.664,0.0,0.0,-0.848,0,0
1212768000,0.0,0.747,0.001,0.005,0.664,0.0,0.0,-0.870,0,0
1212912000,0.0,0.747,0.002,0.004,0.664,0.0,0.0,-0.883,0,0
1213016000,0.0,0.747,0.002,0.004,0.664,0.0,0.0,-0.888,0,0
